# Sample WSPR spot list for `cargo run --release -p skipzone-app --bin wspr_validate`.
#
# Tab-separated: timestamp, TX call, MHz, SNR (2500 Hz reference), TX grid,
# TX power dBm, RX call, RX grid, distance km.
#
# THESE ROWS ARE ILLUSTRATIVE, NOT A CAPTURED DATASET. The geometry, times,
# frequency and power reproduce the 2026-07-24 03:22 UTC 17 m / 200 mW case
# described in the change request (reception confirmed at 406 km and out to
# 13400 km), and the grid squares really are at the stated ranges from the
# transmitter - the harness cross-checks that and would say so otherwise. But
# the callsigns are placeholders and THE SNR COLUMN IS A PLAUSIBLE FILL, NOT A
# MEASUREMENT. Replace this file with a real export before reading anything
# into the error statistics the harness prints; it is here so the harness has
# something structurally valid to run against.
2026-07-24 03:22	K0WSP	18.1061	-11	DN70lm	23	W9RXA	DN74wc	406
2026-07-24 03:22	K0WSP	18.1061	-19	DN70lm	23	KH6RX	BK29cv	5300
2026-07-24 03:22	K0WSP	18.1061	-24	DN70lm	23	VK7RX	QE88kv	13400
2026-07-24 03:22	K0WSP	18.1061	-16	DN70lm	23	W1RXB	FN44lh	2800
2026-07-24 03:22	K0WSP	18.1061	-21	DN70lm	23	LU1RX	FF87po	9200
2026-07-24 05:44	K0WSP	14.0971	-14	DN70lm	23	W9RXA	DN74wc	406
2026-07-24 05:44	K0WSP	14.0971	-22	DN70lm	23	G0RXC	IN88ff	7500
2026-07-24 18:02	K0WSP	14.0971	-9	DN70lm	23	W1RXB	FN44lh	2800
2026-07-24 18:02	K0WSP	21.0961	-17	DN70lm	23	W1RXB	FN44lh	2800
2026-07-24 20:26	K0WSP	18.1061	-13	DN70lm	23	W6RXD	DM05kl	1350
